0	9908424efe7c646e	control	enP7s7	-	21961593592	871640871
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	98890236192	82317598752
1	33164e12001f503d	control	enP7s7	-	6434146650	124854009
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	82371672052	276173436192
