0	9908424efe7c646e	control	enP7s7	-	21961572128	871550902
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	94577550152	82312842956
1	33164e12001f503d	control	enP7s7	-	6434060723	124834880
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	82366916256	271860750152
