0	9908424efe7c646e	control	enP7s7	-	30669072612	1334825176
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	208119563912	149790392060
1	33164e12001f503d	control	enP7s7	-	7500761303	157168217
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	149844465360	385402763912
