2026-07-31 01:28:16, 17062880, 49, 2411
2026-07-31 01:29:16, 15889620, 63, 2398
2026-07-31 01:30:16, 15955200, 73, 2405
2026-07-31 01:31:16, 15928700, 73, 2405
2026-07-31 01:32:16, 15901996, 71, 2398
2026-07-31 01:33:16, 15888644, 72, 2405
2026-07-31 01:34:16, 15878512, 68, 2385
2026-07-31 01:35:16, 15453272, 67, 2398
2026-07-31 01:36:16, 15795676, 68, 2398
2026-07-31 01:37:16, 15840308, 68, 2398
2026-07-31 01:38:16, 14983036, 73, 2398
2026-07-31 01:39:16, 14974292, 68, 2392
2026-07-31 01:40:16, 14893456, 69, 2392
2026-07-31 01:41:16, 14866064, 68, 2398
2026-07-31 01:42:16, 14870568, 68, 2398
2026-07-31 01:43:16, 14872464, 67, 2398
2026-07-31 01:44:16, 14872856, 67, 2398
2026-07-31 01:45:16, 14867176, 67, 2398
2026-07-31 01:46:16, 14872480, 68, 2398
2026-07-31 01:47:16, 14869092, 72, 2398
2026-07-31 01:48:16, 14859908, 68, 2398
2026-07-31 01:49:17, 14863080, 70, 2398
2026-07-31 01:50:17, 14863252, 70, 2405
2026-07-31 01:51:17, 14868216, 71, 2398
2026-07-31 01:52:17, 14869400, 68, 2398
2026-07-31 01:53:17, 14865632, 68, 2398
2026-07-31 01:54:17, 14604092, 70, 2398
2026-07-31 01:55:17, 14798904, 72, 2405
2026-07-31 01:56:17, 14744676, 71, 2398
2026-07-31 01:57:17, 14785628, 69, 2398
2026-07-31 01:58:17, 14786572, 69, 2385
2026-07-31 01:59:17, 14789500, 69, 2398
2026-07-31 02:00:17, 14779520, 70, 2398
2026-07-31 02:01:17, 14795752, 71, 2398
2026-07-31 02:02:17, 14794172, 69, 2398
2026-07-31 02:03:17, 14774612, 70, 2398
2026-07-31 02:04:17, 14799504, 68, 2398
2026-07-31 02:05:17, 14787224, 73, 2398
2026-07-31 02:06:17, 14774636, 73, 2398
2026-07-31 02:07:17, 14796072, 69, 2398
2026-07-31 02:08:17, 14789056, 70, 2392
2026-07-31 02:09:18, 14792312, 71, 2392
2026-07-31 02:10:18, 14780428, 68, 2398
2026-07-31 02:11:18, 14790020, 68, 2398
2026-07-31 02:12:18, 14795932, 71, 2398
2026-07-31 02:13:18, 14791924, 67, 2398
2026-07-31 02:14:18, 14802968, 66, 2398
2026-07-31 02:15:18, 14800324, 66, 2398
2026-07-31 02:16:18, 14806796, 66, 2398
2026-07-31 02:17:18, 14800908, 68, 2398
2026-07-31 02:18:18, 14786256, 66, 2398
2026-07-31 02:19:18, 14783440, 65, 2398
2026-07-31 02:20:18, 14771900, 64, 2398
2026-07-31 02:21:18, 14768404, 65, 2398
2026-07-31 02:22:18, 14769160, 65, 2398
2026-07-31 02:23:18, 14774960, 66, 2398
2026-07-31 02:24:18, 14782224, 66, 2398
2026-07-31 02:25:18, 14784828, 70, 2398
2026-07-31 02:26:18, 14785424, 70, 2398
2026-07-31 02:27:18, 14792300, 68, 2398
2026-07-31 02:28:18, 14790264, 72, 2398
2026-07-31 02:29:18, 14781500, 54, 2405
--- restart 2026-07-31 02:29:41 ---
2026-07-31 02:29:41, 14790312, 53, 2405
2026-07-31 02:30:41, 14790016, 64, 2398
2026-07-31 02:31:41, 14785192, 76, 2405
2026-07-31 02:32:41, 14794292, 73, 2405
2026-07-31 02:33:41, 14785108, 77, 2405
2026-07-31 02:34:41, 14791792, 74, 2405
2026-07-31 02:35:41, 14781356, 75, 2405
2026-07-31 02:36:41, 14789688, 75, 2405
2026-07-31 02:37:41, 14799728, 76, 2405
2026-07-31 02:38:41, 14798140, 76, 2405
2026-07-31 02:39:41, 14779972, 73, 2405
2026-07-31 02:40:41, 14751316, 74, 2405
2026-07-31 02:41:41, 14743024, 76, 2405
2026-07-31 02:42:41, 14768404, 70, 2398
2026-07-31 02:43:41, 14774864, 69, 2398
2026-07-31 02:44:41, 14778124, 69, 2398
2026-07-31 02:45:41, 14784612, 70, 2398
2026-07-31 02:46:41, 14781132, 68, 2398
2026-07-31 02:47:41, 14778156, 68, 2398
2026-07-31 02:48:41, 14785760, 68, 2398
2026-07-31 02:49:42, 14793864, 68, 2398
2026-07-31 02:50:42, 14779920, 72, 2398
2026-07-31 02:51:42, 14768040, 71, 2405
2026-07-31 02:52:42, 14773220, 67, 2398
2026-07-31 02:53:42, 14787124, 68, 2398
2026-07-31 02:54:42, 14790752, 67, 2398
2026-07-31 02:55:42, 14694148, 67, 2398
2026-07-31 02:56:42, 14748036, 72, 2398
2026-07-31 02:57:42, 14759088, 68, 2398
2026-07-31 02:58:42, 14779140, 69, 2398
2026-07-31 02:59:42, 14786840, 68, 2398
2026-07-31 03:00:42, 14795944, 68, 2398
2026-07-31 03:01:42, 14794452, 68, 2398
2026-07-31 03:02:42, 14788148, 68, 2398
2026-07-31 03:03:42, 14789040, 71, 2405
2026-07-31 03:04:42, 14783092, 68, 2398
2026-07-31 03:05:42, 14797132, 72, 2398
2026-07-31 03:06:42, 14786484, 68, 2398
2026-07-31 03:07:42, 14787688, 69, 2398
2026-07-31 03:08:42, 14789008, 69, 2398
2026-07-31 03:09:42, 14790444, 69, 2398
2026-07-31 03:10:43, 14751996, 69, 2398
2026-07-31 03:11:43, 14817464, 69, 2398
2026-07-31 03:12:43, 14803492, 69, 2398
2026-07-31 03:13:43, 14807532, 68, 2398
2026-07-31 03:14:43, 14802592, 68, 2398
2026-07-31 03:15:43, 14794556, 68, 2398
2026-07-31 03:16:43, 14792832, 68, 2398
2026-07-31 03:17:43, 14795984, 69, 2398
2026-07-31 03:18:43, 14793552, 71, 2392
2026-07-31 03:19:43, 14796904, 68, 2398
2026-07-31 03:20:43, 14782884, 73, 2405
2026-07-31 03:21:43, 14778524, 70, 2392
2026-07-31 03:22:43, 14782216, 69, 2398
2026-07-31 03:23:43, 14780700, 68, 2398
2026-07-31 03:24:43, 14784108, 68, 2398
2026-07-31 03:25:43, 14782320, 68, 2398
2026-07-31 03:26:43, 14779584, 72, 2398
2026-07-31 03:27:43, 14779892, 69, 2398
2026-07-31 03:28:43, 14775624, 69, 2398
2026-07-31 03:29:43, 14782780, 70, 2398
2026-07-31 03:30:43, 14777744, 70, 2398
2026-07-31 03:31:44, 14794280, 69, 2398
2026-07-31 03:32:44, 14794356, 69, 2398
2026-07-31 03:33:44, 14791868, 69, 2398
2026-07-31 03:34:44, 14791784, 68, 2398
2026-07-31 03:35:44, 14789028, 68, 2398
2026-07-31 03:36:44, 14791760, 72, 2405
2026-07-31 03:37:44, 14789600, 69, 2398
2026-07-31 03:38:44, 14785248, 69, 2398
2026-07-31 03:39:44, 14792988, 72, 2398
2026-07-31 03:40:44, 14785376, 69, 2392
2026-07-31 03:41:44, 14781196, 69, 2398
2026-07-31 03:42:44, 14779296, 68, 2398
2026-07-31 03:43:44, 14775660, 69, 2398
2026-07-31 03:44:44, 14786544, 68, 2398
2026-07-31 03:45:44, 14785572, 68, 2398
2026-07-31 03:46:44, 14792032, 69, 2398
2026-07-31 03:47:44, 14781888, 69, 2398
2026-07-31 03:48:44, 14787856, 71, 2405
2026-07-31 03:49:44, 14782448, 69, 2398
2026-07-31 03:50:45, 14776844, 69, 2398
2026-07-31 03:51:45, 14774008, 69, 2398
2026-07-31 03:52:45, 14787120, 71, 2405
2026-07-31 03:53:45, 14787520, 68, 2398
2026-07-31 03:54:45, 14791540, 68, 2398
2026-07-31 03:55:45, 14689604, 69, 2398
2026-07-31 03:56:45, 14741240, 69, 2398
2026-07-31 03:57:45, 14759652, 68, 2398
2026-07-31 03:58:45, 14763416, 69, 2398
2026-07-31 03:59:45, 14759884, 68, 2398
2026-07-31 04:00:45, 14771720, 68, 2398
2026-07-31 04:01:45, 14784388, 69, 2398
2026-07-31 04:02:45, 14778224, 69, 2398
2026-07-31 04:03:45, 14768060, 69, 2398
2026-07-31 04:04:45, 14772708, 70, 2405
2026-07-31 04:05:45, 14767420, 69, 2398
2026-07-31 04:06:45, 14755644, 69, 2398
2026-07-31 04:07:45, 14770024, 68, 2398
2026-07-31 04:08:45, 14777204, 69, 2398
2026-07-31 04:09:45, 14756208, 68, 2398
2026-07-31 04:10:45, 14762008, 69, 2398
