0	9908424efe7c646e	control	enP7s7	21918240619	865659088
0	9908424efe7c646e	fabric-client	enp1s0f0np0	3454713	2690055
1	33164e12001f503d	control	enP7s7	6401570682	124610297
1	33164e12001f503d	fabric-owner	enp1s0f0np0	7905247	4009540
