0	9908424efe7c646e	control	enP7s7	21918214138	865657570
0	9908424efe7c646e	fabric-client	enp1s0f0np0	3435718	2604386
1	33164e12001f503d	control	enP7s7	6401545568	124610195
1	33164e12001f503d	fabric-owner	enp1s0f0np0	7819578	3990545
