0	9908424efe7c646e	control	enP7s7	-	25849618175	989935578
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	103202952940	82322460672
1	33164e12001f503d	control	enP7s7	-	6588512541	125688954
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	82376533972	280486152940
