0	9908424efe7c646e	control	enP7s7	-	30620935016	1316782257
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	194504073908	140482723312
1	33164e12001f503d	control	enP7s7	-	7455932703	155061996
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	140536796612	371787273908
