0	9908424efe7c646e	control	enP7s7	-	30622004328	1317059840
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	198817485144	140488229864
1	33164e12001f503d	control	enP7s7	-	7456664352	155234159
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	140542303164	376100685144
