0	9908424efe7c646e	control	enP7s7	-	30571823521	1283694420
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	180892658312	131179255620
1	33164e12001f503d	control	enP7s7	-	7420352058	152696540
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	131233328920	358175858312
