0	9908424efe7c646e	control	enP7s7	-	30572454366	1283856198
0	9908424efe7c646e	fabric-client	enp1s0f0np0	rocep1s0f0	185205347004	131184026364
1	33164e12001f503d	control	enP7s7	-	7421024058	152724844
1	33164e12001f503d	fabric-owner	enp1s0f0np0	rocep1s0f0	131238099664	362488547004
